CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;1;43;14;1;240;18
01:00;13;1;33;11;1;230;14
02:00;7;2;25;5;1;190;8
03:00;8;2;24;5;1;190;9
04:00;9;2;30;5;1;190;10
05:00;9;1;25;5;1;180;11
06:00;14;2;27;5;1;190;16
07:00;14;2;27;5;2;200;16
08:00;14;2;34;5;2;210;16
09:00;13;7;40;5;2;240;16
10:00;9;5;33;5;2;200;11
11:00;7;2;26;5;1;160;9
12:00;7;2;27;5;1;170;8
13:00;7;2;30;5;1;160;9
14:00;8;2;28;5;1;160;9
15:00;7;2;28;5;1;170;9
16:00;;;30;5;;;
17:00;8;2;25;5;1;160;8
18:00;9;2;40;15;1;200;10
19:00;9;2;37;10;1;210;10
20:00;12;2;61;29;1;340;14
21:00;20;2;50;10;1;290;21
22:00;20;2;46;6;1;210;21
23:00;22;2;34;6;1;240;23
