CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5;39;5;102;125;1460;232
01:00;4.6;34;4;102;54;790;118
02:00;3;25;2;47;23;;60
03:00;3;21;2;47;39;760;81
04:00;3;20;1;47;23;690;56
05:00;3;19;2;47;26;700;59
06:00;3;22;3;47;43;800;89
07:00;3.4;25;4;47;109;1240;191
08:00;4;33;3;59;116;1280;210
09:00;4.5;35;4;59;88;1150;170
10:00;4;39;14;59;58;970;128
11:00;3.1;30;54;69;23;560;65
12:00;1.2;25;16;69;13;490;46
13:00;1;27;38;69;15;460;50
14:00;0.8;19;19;52;12;450;37
15:00;0.4;28;42;52;13;490;48
16:00;0.7;27;36;52;11;520;44
17:00;0.7;40;;33;17;610;66
18:00;1;39;;32;15;590;62
19:00;1.4;53;16;32;16;860;78
20:00;2.8;34;6;49;4;1090;39
21:00;4.9;44;5;49;50;1340;121
22:00;6.8;44;5;49;34;1020;96
23:00;4.8;42;5;102;145;1750;263
