CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7;22;2;81;1350;145
01:00;6.8;17;2;67;1430;119
02:00;0.7;17;5;2;290;20
03:00;0.4;13;6;1;260;14
04:00;0.4;14;6;1;270;16
05:00;0.4;18;7;2;300;21
06:00;0.7;22;6;11;400;39
07:00;0.7;27;5;19;500;57
08:00;1;36;4;45;640;104
09:00;1.6;35;6;55;680;118
10:00;1;33;17;43;540;98
11:00;0.7;31;19;30;490;76
12:00;0.4;21;9;13;410;41
13:00;0.4;21;7;11;370;36
14:00;0.4;26;12;12;370;44
15:00;0.4;32;15;13;410;51
16:00;0.4;47;25;20;440;77
17:00;0.4;58;22;31;670;105
18:00;2;62;7;62;;156
19:00;3.6;56;4;113;1150;227
20:00;4.7;65;3;207;1520;382
21:00;4.9;51;3;158;1570;292
22:00;8;38;2;142;1710;254
23:00;8.9;30;2;134;1660;234
