CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;4.73991;35.543;6.76674;91.528;72.5249;37.0622;933.146;805.387;92.2
01:00;4.10885;21.052;5.28527;86.524;68.7303;29.5193;909.163;855.81;66.2
02:00;1.13787;20.8053;4.06906;52.1701;43.4961;3.6264;430.29;586.777;26.3802
03:00;0.901638;16.8397;3.4979;46.0777;38.528;2.57575;385.664;545.504;20.7911
04:00;0.705957;17.048;3.5644;42.3299;35.4762;2.78739;354.027;494.404;21.3268
05:00;0.864931;17.954;4.26561;40.1801;33.5692;4.09051;357.085;457.202;24.2393
06:00;1.05156;32.5694;4.14517;41.7663;34.9169;34.9195;518.008;443.886;86.1328
07:00;1.26427;35.2704;4.67643;37.7286;31.5515;35.9233;572.623;446.552;90.3717
08:00;1.30279;40.2957;4.75401;32.0052;26.9359;46.9502;606.658;461.659;112.323
09:00;1.27263;40.5986;4.67864;34.7248;29.0214;48.908;566.488;473.855;115.648
10:00;1.01656;38.7951;5.50472;34.9548;28.4039;39.8752;516.461;484.627;99.9229
11:00;1.16391;39.3228;6.01603;31.2055;25.7067;35.0469;511.396;500.343;93.0956
12:00;0.790139;41.553;9.20212;28.5976;22.5551;28.0468;583.455;529.022;84.578
13:00;0.885047;42.7741;12.666;29.8614;22.3003;24.6109;478.236;544.166;80.5203
14:00;1.03582;44.6335;11.7868;32.9946;24.8465;24.3792;486.925;540.28;82.0278
15:00;1.2878;47.6443;12.6003;36.5146;26.7137;34.5163;493.999;530.452;100.3
16:00;1.81216;43.4458;8.89696;51.1027;38.7743;27.6886;551.145;523.513;85.7
17:00;1.76787;52.7526;8.4322;56.2331;41.8044;41.7371;633.54;531.895;116.5
18:00;1.9557;58.5075;8.96716;55.9183;40.3153;43.3274;624.275;545.371;124.7
19:00;2.5149;54.6454;8.45511;60.3413;45.7026;36.6621;616.016;558.449;110.7
20:00;3.54644;53.6666;7.7273;73.9825;54.3504;47.2059;817.856;587.749;125.8
21:00;3.93018;50.0218;7.0756;80.4656;60.1906;51.2056;848.525;634.035;128.2
22:00;6.22367;43.8353;6.32267;105.523;79.9411;52.1908;1071.63;707.123;123.6
23:00;5.19449;41.8522;6.97216;101.678;78.7758;51.0958;1025.87;773.607;120
