CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;3.1;35;19;61;49;6;790;723.75;43
01:00;7;44;15;122;94;22;1240;1235;77
02:00;7.5;36;10;135;102;36;1400;1291.25;92
03:00;9;38;12;180;118;35;1610;1366.25;92
04:00;7.7;35;12;129;102;40;1480;1365;96
05:00;9.3;40;14;142;113;41;1720;1418.75;101
06:00;9.3;42;16;135;107;52;1630;1436.25;121
07:00;10.1;40;18;139;111;61;1760;1491.25;133
08:00;14.3;37;10;130;103;72;1770;1576.25;148
09:00;14;38;8;129;103;81;1730;1637.5;162
10:00;17.1;;;180;141;;;1671.43;
11:00;12.2;63;22;118;90;102;1440;1647.14;218
12:00;3.1;36;21;27;21;23;570;1517.14;69
13:00;1.6;34;15;24;18;18;450;1335.71;61
14:00;1.6;47;15;32;23;26;570;1184.29;86
15:00;1.9;54;13;33;24;31;630;1022.86;101
16:00;1.9;46;11;32;25;24;620;858.571;81
17:00;1.9;43;9;35;27;22;650;704.286;77
18:00;2.3;47;10;38;31;25;650;697.5;85
19:00;2.6;47;11;44;36;19;700;605;76
20:00;2.6;42;13;45;37;14;700;621.25;64
21:00;3.1;41;14;55;44;12;740;657.5;59
22:00;3.2;40;15;56;45;11;770;682.5;56
23:00;3.2;41;16;58;46;13;790;702.5;59
