CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;38;1;68;35;56;1090;124
01:00;27;2;68;37;46;1070;97
02:00;29;3;50;26;4;850;35
03:00;17;1;32;18;3;540;21
04:00;12;1;28;17;2;440;16
05:00;19;1;34;20;5;470;26
06:00;17;1;36;21;8;490;29
07:00;32;2;51;28;61;820;124
08:00;44;2;51;26;42;720;109
09:00;42;6;77;28;23;860;76
10:00;31;20;56;32;11;790;49
11:00;20;16;32;17;5;530;27
12:00;12;10;19;7;2;360;15
13:00;10;10;16;6;2;290;13
14:00;15;15;21;11;3;430;19
15:00;12;11;13;5;2;340;14
16:00;12;11;12;3;1;;14
17:00;12;12;16;3;2;300;15
18:00;12;10;24;6;1;360;14
19:00;15;11;28;8;2;380;18
20:00;28;8;53;15;23;1100;69
21:00;;;108;28;;;
22:00;58;3;59;24;44;1150;126
23:00;49;2;64;32;55;1150;132
