CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
23:00;15.9697;35.3395;5.17168;201.846;157.789;295.773;2632.66;1724.15;487.3
00:00;14.9441;27.3697;4.75347;222.022;183.481;259.461;2909.31;1979.42;423.9
01:00;14.0437;21.6314;4.36531;272.132;190.993;185.94;2404.15;2159.41;305.7
02:00;15.0855;23.3864;4.35866;222.014;170.355;138.446;2365.82;2307.01;234.9
03:00;13.9474;24.454;4.40447;140.392;135.511;97.5563;2245.55;2418.37;173.6
04:00;13.6117;21.3385;5.02366;132.534;126.056;106.996;2204.48;2504.76;184.8
05:00;12.3884;23.4226;3.95796;127.53;121.561;114.97;2265.68;2465.15;199.1
06:00;13.0631;24.4226;5.0606;145.706;121.685;145.862;2123.92;2393.95;247.3
07:00;14.8895;26.985;5.92436;128.778;118.724;191.31;2342.85;2357.72;319.3
08:00;13.9009;36.7806;6.37656;161.59;128.6;253.829;2493.66;2305.76;426.17
09:00;13.556;35.7837;5.97091;137.054;118.487;236.932;2419.81;2307.72;399.25
10:00;14.3283;41.0556;8.12699;135.338;114.34;228.794;2242.9;2292.36;392.064
11:00;13.9525;58.5851;13.911;148.61;110.709;222.122;2240.52;2291.73;399.335
12:00;9.8742;71.3315;13.3694;127.908;96.5133;206.6;1888.91;2252.28;388.266
13:00;5.14142;83.4126;13.2497;112.296;69.8653;156.8;1386.34;2142.36;323.952
14:00;3.02899;57.5244;14.0699;54.52;34.8147;45.4635;779.586;1974.32;127.278
15:00;3.39258;57.1828;13.8105;68.364;40.224;41.9584;744.26;1774.5;121.547
16:00;4.36047;74.2829;13.0997;92.5456;51.2293;84.9702;1002.12;1588.06;204.633
17:00;5.52244;75.7293;12.9239;98.012;62.7893;111.909;1350.63;1454.41;247.41
18:00;5.33074;67.9535;8.23043;100.301;70.1076;121.333;1343.01;1341.92;254.231
19:00;4.90982;63.4122;8.28807;94.7784;69.9747;113.167;1305.66;1225.06;237.019
20:00;3.94178;57.1163;11.65;71.8334;56.3702;49.4855;902.658;1101.78;133.002
21:00;3.12457;45.2387;14.0994;63.8385;49.7982;19.4518;739.079;1020.88;75.0783
22:00;2.40873;39.7729;12.3224;53.0266;42.3009;17.5158;674.878;1007.79;66.6452
23:00;1.66647;28.0855;9.85229;39.0855;32.7602;8.85335;540.421;982.307;41.6683
00:00;1.43056;20.6461;7.94892;33.7205;29.7171;4.23114;484.064;917.55;27.1348
