CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;2;36;17;360
01:00;2;34;17;330
02:00;;25;11;390
03:00;2;29;13;390
04:00;2;31;16;410
05:00;2;34;18;390
06:00;3;41;22;330
07:00;3;38;19;490
08:00;4;34;15;420
09:00;3;33;13;330
10:00;3;21;5;
11:00;2;7;3;140
12:00;3;8;3;130
13:00;2;6;3;100
14:00;2;4;3;150
15:00;2;3;3;140
16:00;3;6;3;100
17:00;3;7;3;140
18:00;2;11;3;140
19:00;2;10;3;130
20:00;3;14;3;130
21:00;3;29;6;250
22:00;2;23;6;190
23:00;2;28;13;250
