CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;27;3;2;180;30
01:00;0.7;30;4;2;370;32
02:00;1;27;2;5;;33
03:00;0.7;23;4;1;270;23
04:00;1;26;4;10;300;41
05:00;1.2;23;3;16;340;46
06:00;1.2;18;3;28;360;62
07:00;1.2;31;2;41;480;95
08:00;1.2;38;4;31;420;85
09:00;0.7;38;4;24;350;75
10:00;0.5;38;4;23;280;74
11:00;0.5;32;4;17;250;58
12:00;0.5;29;3;10;230;45
13:00;0.5;29;3;11;260;48
14:00;0.5;28;3;10;240;43
15:00;0.5;32;2;12;270;50
16:00;0.7;41;3;14;330;61
17:00;1;37;5;17;250;63
18:00;0.7;41;4;13;340;60
19:00;0.8;35;2;8;340;47
20:00;1;29;5;9;320;43
21:00;0.5;27;3;4;210;35
22:00;0.5;34;4;6;210;43
23:00;0.5;31;4;5;220;38
