CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3;39;6;59;39;960;99
01:00;2.1;33;5;49;27;860;75
02:00;14.6;34;8;108;3;1120;38
03:00;10.4;14;8;75;0;3980;15
04:00;1.7;15;7;53;1;710;16
05:00;1;16;6;35;1;430;18
06:00;0.5;18;5;34;2;1060;20
07:00;2.9;37;7;69;10;;52
08:00;6.4;39;8;107;20;1040;71
09:00;5.6;21;7;73;6;250;31
10:00;0.6;14;7;41;3;370;18
11:00;0.4;18;6;29;6;650;28
12:00;2.1;21;7;66;6;650;30
13:00;2.3;15;7;54;4;400;22
14:00;0.5;11;5;35;2;280;14
15:00;0.4;11;4;38;2;270;14
16:00;0.4;12;6;25;2;410;15
17:00;1;13;7;26;1;370;16
18:00;1.4;;;35;;;
19:00;3.3;29;10;48;4;440;36
20:00;1.1;54;5;37;20;710;85
21:00;1.5;55;5;40;19;690;84
22:00;1.4;44;6;54;16;840;68
23:00;2.4;44;6;59;53;1180;126
