CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;18;23;276;239;131;2270;219
01:00;23;3;71;58;5;1140;30
02:00;21;3;62;56;4;1060;27
03:00;21;4;66;59;10;1640;36
04:00;18;5;60;54;8;;29
05:00;16;5;57;50;11;800;31
06:00;15;4;60;50;13;650;35
07:00;17;5;79;57;23;1020;52
08:00;18;5;91;64;31;1070;65
09:00;18;5;98;70;46;1060;87
10:00;23;5;109;89;62;1240;117
11:00;23;7;114;92;72;1270;132
12:00;22;9;96;73;43;900;88
13:00;42;36;154;106;33;1820;92
14:00;34;36;121;100;14;1230;54
15:00;27;20;125;104;6;710;37
16:00;35;15;148;121;7;740;45
17:00;58;7;137;115;95;980;204
18:00;55;5;122;98;76;660;171
19:00;53;4;135;111;69;910;158
20:00;51;5;165;142;155;1340;287
21:00;39;11;222;193;141;1740;254
22:00;28;16;253;227;153;2020;262
23:00;24;18;252;227;160;2440;269
