CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;12;32;22;2;430;21
01:00;12;5;28;19;2;180;15
02:00;17;7;41;30;2;320;20
03:00;20;10;51;38;2;430;24
04:00;22;9;51;38;4;390;28
05:00;11;6;30;22;2;220;15
06:00;13;6;32;23;3;230;17
07:00;15;5;31;23;4;190;21
08:00;17;5;30;22;4;180;22
09:00;18;5;34;24;5;230;25
10:00;17;5;35;25;6;250;26
11:00;13;4;34;12;4;170;19
12:00;12;4;19;4;4;170;18
13:00;10;6;23;11;3;120;14
14:00;9;8;19;11;2;160;12
15:00;20;10;34;16;8;290;31
16:00;26;17;36;17;9;320;40
17:00;34;17;40;20;9;410;48
18:00;29;9;42;23;11;;45
19:00;34;9;47;27;10;520;48
20:00;31;9;46;27;9;460;44
21:00;28;9;46;30;7;460;39
22:00;27;10;47;31;6;470;36
23:00;22;9;33;21;6;480;31
