CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.8;44;11;81;5;650;51
01:00;2.7;36;11;90;4;650;41
02:00;10.4;15;6;145;72;1360;126
03:00;9.2;13;6;117;69;1290;118
04:00;8;12;6;105;80;;135
05:00;8;15;7;123;123;1570;202
06:00;7.5;17;8;136;184;2220;297
07:00;9;23;10;116;267;2860;431
08:00;11.8;44;11;170;313;2830;522
09:00;11.6;71;11;166;233;2720;427
10:00;9.7;84;10;167;122;1870;270
11:00;6.2;40;12;97;17;790;66
12:00;1.7;;14;62;;560;
13:00;;;15;77;;;
14:00;;31;;121;10;620;45
15:00;0.6;32;9;88;9;480;44
16:00;1;41;7;70;10;610;56
17:00;1;38;6;59;8;540;49
18:00;1;40;5;70;8;640;52
19:00;1;41;6;79;6;590;50
20:00;1.3;52;7;67;10;690;66
21:00;2;49;9;60;13;710;68
22:00;2;41;10;79;8;670;52
23:00;2;44;10;69;6;670;53
