CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.8;29;8;42;38;4;930;35
01:00;5.1;18;4;66;43;1;;19
02:00;4.6;22;6;73;47;3;760;26
03:00;4.9;38;11;74;49;16;790;61
04:00;5;38;13;64;43;12;800;56
05:00;4.8;34;11;63;40;12;770;52
06:00;5.2;32;8;58;37;17;810;58
07:00;5;25;4;57;37;11;780;41
08:00;5.3;23;5;61;39;23;910;58
09:00;5.2;26;4;51;33;33;910;77
10:00;5.5;35;5;57;38;55;1040;119
11:00;6.9;43;6;61;47;73;1180;155
12:00;5.8;45;9;50;39;46;1000;115
13:00;4.3;;;50;38;;;
14:00;7.4;42;17;118;60;32;1180;91
15:00;9.9;49;15;108;57;47;1320;120
16:00;11.9;44;10;152;103;51;1640;121
17:00;14.4;29;8;144;104;38;1540;87
18:00;14.5;30;6;163;118;113;1740;202
19:00;16.1;42;6;180;133;134;2040;246
20:00;13;67;8;86;64;98;1500;217
21:00;6.6;50;10;53;46;14;680;72
22:00;4.2;38;8;46;42;11;650;55
23:00;3.5;32;7;42;39;8;590;43
