CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;22;16;280
01:00;11;7;240
02:00;41;27;250
03:00;39;26;250
04:00;33;22;210
05:00;31;19;200
06:00;35;21;220
07:00;44;24;270
08:00;52;25;330
09:00;49;16;230
10:00;43;10;190
11:00;21;5;200
12:00;16;4;200
13:00;18;3;220
14:00;28;12;310
15:00;33;14;290
16:00;34;13;250
17:00;29;12;280
18:00;19;10;270
19:00;22;14;340
20:00;26;20;330
21:00;27;20;330
22:00;25;18;340
23:00;16;11;310
