CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;9;118;88;6;440;41
01:00;25;8;109;82;3;310;29
02:00;24;5;109;81;49;1170;97
03:00;17;5;112;83;62;1230;112
04:00;16;5;115;83;69;1270;122
05:00;20;5;144;91;65;1320;119
06:00;21;4;;;68;1260;125
07:00;24;4;;;126;1460;217
08:00;21;4;;;121;1470;206
09:00;45;6;;;161;1850;290
10:00;49;6;;;166;1720;301
11:00;55;6;;;98;1160;205
12:00;42;8;;;35;660;94
13:00;34;13;;;25;450;71
14:00;29;11;;;18;360;58
15:00;32;14;;;19;700;60
16:00;43;13;;;26;620;82
17:00;47;10;;;30;530;93
18:00;57;10;;;35;620;110
19:00;60;15;;;47;670;132
20:00;63;18;;;41;750;126
21:00;55;12;;;43;;120
22:00;43;11;;;19;530;72
23:00;41;9;;;17;560;67
