CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;3;27;18;3;240;16
01:00;9;2;25;17;3;210;12
02:00;13;3;21;14;4;370;18
03:00;9;3;15;10;2;310;13
04:00;10;4;17;11;2;330;12
05:00;7;2;12;8;1;290;9
06:00;7;3;11;7;1;310;8
07:00;8;3;11;6;3;280;12
08:00;6;4;11;7;2;280;8
09:00;7;4;13;9;5;330;14
10:00;5;4;14;9;3;330;10
11:00;4;4;12;9;2;340;7
12:00;4;5;12;8;2;370;7
13:00;7;5;14;8;4;;13
14:00;10;5;15;10;4;300;15
15:00;10;4;16;10;5;300;16
16:00;6;5;15;10;2;200;8
17:00;8;3;14;10;1;190;10
18:00;10;5;17;10;1;210;11
19:00;9;5;20;12;2;230;11
20:00;11;3;23;15;2;260;13
21:00;12;3;20;13;2;240;14
22:00;12;3;23;15;2;270;15
23:00;12;3;24;16;2;260;15
