CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;2;54;29;27;630;85
01:00;31;2;51;29;27;560;72
02:00;31;2;51;29;39;530;91
03:00;21;2;56;30;30;430;66
04:00;16;2;54;30;22;380;50
05:00;15;2;47;28;26;350;53
06:00;15;2;46;26;33;450;66
07:00;34;2;47;23;37;670;94
08:00;49;3;34;14;21;730;82
09:00;43;6;33;10;16;710;68
10:00;27;6;31;8;7;640;38
11:00;29;7;24;7;6;610;39
12:00;39;10;28;9;8;610;53
13:00;26;10;29;10;8;590;38
14:00;25;10;24;10;6;550;33
15:00;34;11;23;10;9;650;48
16:00;30;9;22;8;6;570;40
17:00;34;17;24;9;5;570;42
18:00;37;7;21;8;7;540;47
19:00;44;4;26;8;8;550;57
20:00;23;6;33;12;1;430;25
21:00;24;5;43;19;2;540;28
22:00;21;2;48;28;3;360;25
23:00;40;2;52;27;29;;83
