CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.5;47;10;147;92;45;1220;116
01:00;8;50;17;123;85;20;1270;81
02:00;9.8;47;16;94;67;15;700;70
03:00;4.4;47;9;132;92;42;1120;112
04:00;6.6;38;8;148;109;39;1440;97
05:00;7.2;36;7;120;98;24;1300;72
06:00;6.4;36;7;101;75;29;1100;81
07:00;6.4;37;8;102;75;51;1080;114
08:00;5.6;33;8;88;64;31;890;80
09:00;4.3;20;10;59;44;3;460;24
10:00;2.3;16;11;52;40;1;420;17
11:00;2.1;13;9;49;37;2;310;15
12:00;2.1;13;14;45;32;2;290;16
13:00;1.2;21;17;53;36;6;340;30
14:00;2;34;23;77;49;10;730;49
15:00;5.8;29;24;69;44;6;;38
16:00;3.6;21;20;47;34;2;420;23
17:00;1.1;19;17;52;37;1;380;20
18:00;1.5;21;19;61;45;0;400;22
19:00;2.1;21;15;71;53;0;410;21
20:00;2.6;29;14;89;66;1;560;31
21:00;3.7;37;14;95;67;7;680;47
22:00;3.9;47;14;113;79;11;860;65
23:00;5.1;48;13;130;86;24;1100;85
