CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.6;13;4;85;990;142
01:00;6.7;13;3;82;1290;137
02:00;;;16;;1090;
03:00;;;15;;;
04:00;;;14;;640;
05:00;;;12;;610;
06:00;;;;;610;
07:00;;;7;;700;
08:00;;;6;;690;
09:00;;;6;;780;
10:00;3;44;9;32;600;93
11:00;1.9;39;10;24;390;75
12:00;1.5;43;12;29;420;87
13:00;1.7;40;10;21;450;71
14:00;1.9;48;9;31;480;96
15:00;2.3;51;8;36;590;106
16:00;2.9;59;8;51;720;137
17:00;3.4;57;7;54;760;139
18:00;3.7;58;7;60;860;149
19:00;4;57;7;85;1020;187
20:00;4.2;28;4;56;950;113
21:00;5.2;30;4;124;1290;219
22:00;7.1;25;4;98;1220;175
23:00;7;19;5;108;1230;183
