CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;20;5;55;42;1;310;22
01:00;1;20;6;48;36;1;260;21
02:00;11.9;27;3;75;53;15;740;50
03:00;6.4;31;4;73;54;15;630;53
04:00;4.1;25;3;74;55;11;620;41
05:00;3.5;21;3;74;55;19;680;49
06:00;3.9;24;3;77;54;21;590;55
07:00;3.7;25;4;69;49;22;580;58
08:00;2.8;27;5;78;52;49;760;102
09:00;4.1;33;6;91;60;58;870;123
10:00;5.2;30;6;110;72;64;780;127
11:00;4.6;24;4;57;46;26;570;64
12:00;2.6;27;6;58;45;37;620;84
13:00;3.7;36;5;69;52;55;790;121
14:00;4;47;6;78;53;58;1020;135
15:00;4.2;48;7;85;56;77;1240;166
16:00;4.2;46;7;76;54;58;;136
17:00;4.2;47;10;65;49;40;860;108
18:00;3.9;50;8;61;48;47;960;122
19:00;4.3;52;7;68;52;44;1030;120
20:00;4.1;38;5;64;52;10;610;54
21:00;3.1;29;3;55;46;3;500;34
22:00;2.3;24;3;58;47;1;430;25
23:00;1.8;18;3;55;43;1;340;19
