CZAS;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;4;95;68;250
01:00;3;100;69;250
02:00;1;8;5;950
03:00;2;7;4;750
04:00;;13;8;770
05:00;2;22;15;760
06:00;1;26;18;720
07:00;2;33;22;680
08:00;4;40;25;670
09:00;3;49;29;870
10:00;4;52;30;990
11:00;11;45;27;930
12:00;10;;;740
13:00;5;;;570
14:00;3;;;420
15:00;2;;;300
16:00;2;;;220
17:00;1;;;180
18:00;2;44;23;170
19:00;1;30;15;160
20:00;2;41;18;160
21:00;1;65;32;180
22:00;3;163;92;200
23:00;2;124;73;240
