CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;3;23;16;12;630;52
01:00;28;1;53;36;12;590;45
02:00;12;1;18;13;2;290;15
03:00;8;1;16;11;1;280;10
04:00;8;1;14;11;2;260;10
05:00;11;2;15;11;3;260;14
06:00;14;1;16;11;7;270;24
07:00;19;2;23;16;32;400;67
08:00;22;2;22;13;23;400;57
09:00;11;5;26;12;4;400;17
10:00;16;17;41;17;6;1030;24
11:00;11;17;25;12;4;430;16
12:00;4;3;13;8;1;230;4
13:00;4;2;12;6;1;220;5
14:00;4;1;11;6;1;220;6
15:00;5;1;11;6;1;210;6
16:00;4;2;12;6;1;210;5
17:00;4;1;12;6;1;210;5
18:00;4;2;12;6;0;210;5
19:00;5;2;18;10;0;230;6
20:00;11;3;21;10;1;260;11
21:00;28;3;;;3;470;32
22:00;37;4;;;10;520;53
23:00;49;3;50;34;37;730;106
