CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;27;1;23;1;530;29
01:00;0.9;45;2;23;2;540;50
02:00;0.5;31;3;23;1;310;33
03:00;0.5;21;3;23;0;290;21
04:00;0.5;16;4;23;0;280;16
05:00;0.5;29;2;23;3;370;33
06:00;1.2;34;4;23;8;450;46
07:00;1.2;33;3;23;4;390;39
08:00;0.5;41;3;23;6;360;50
09:00;0.9;61;3;23;16;;85
10:00;1.2;51;3;23;13;680;72
11:00;1.2;54;3;23;17;530;79
12:00;1.2;41;3;23;13;460;61
13:00;0.5;34;3;23;9;450;47
14:00;0.5;20;3;23;2;320;24
15:00;0.5;10;2;23;1;300;11
16:00;0.5;9;1;23;0;290;11
17:00;0.5;9;3;23;0;250;12
18:00;0.5;10;3;23;1;270;11
19:00;0.5;8;3;23;0;260;10
20:00;0.5;30;2;23;4;330;36
21:00;1.2;41;2;23;4;390;47
22:00;0.5;51;4;23;1;530;53
23:00;1.2;53;3;23;4;660;59
