CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;40;8;34;6;470;49
01:00;1.2;25;6;35;3;350;31
02:00;0.5;16;5;19;11;200;32
03:00;0.5;8;5;15;1;190;11
04:00;0.5;9;4;10;2;180;12
05:00;0.5;9;5;12;1;230;11
06:00;0.5;11;4;12;4;240;18
07:00;0.5;12;5;25;6;280;22
08:00;0.5;15;4;21;6;320;26
09:00;0.5;14;6;12;6;260;24
10:00;0.5;12;5;12;6;260;23
11:00;0.5;10;5;17;6;250;20
12:00;0.5;11;4;26;4;270;18
13:00;0.5;9;5;23;5;230;18
14:00;0.5;9;3;20;5;210;17
15:00;0.5;10;4;30;5;200;19
16:00;0.5;9;4;24;5;220;18
17:00;0.5;10;3;16;3;210;14
18:00;0.5;11;5;15;4;220;18
19:00;0.5;14;12;10;4;230;21
20:00;0.5;13;10;8;5;290;21
21:00;0.5;29;4;15;6;380;40
22:00;0.7;63;6;15;28;760;106
23:00;1.6;56;7;23;31;790;103
