CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.1;20;9;29;24;3;320;24
01:00;3;37;16;53;44;4;530;42
02:00;2;39;14;49;40;4;470;44
03:00;2;41;12;50;40;6;560;50
04:00;2;42;9;50;40;5;480;49
05:00;1.6;44;9;51;41;7;460;54
06:00;1.5;38;11;42;34;10;470;53
07:00;1;47;11;39;32;30;690;91
08:00;1.4;69;11;49;39;79;1360;189
09:00;4;66;13;51;37;57;820;153
10:00;2.6;33;11;33;25;18;390;59
11:00;1.6;33;10;33;24;18;420;59
12:00;1;30;10;36;25;14;400;50
13:00;1.5;28;9;31;22;10;360;41
14:00;1;27;9;34;24;10;;41
15:00;1;35;8;39;28;14;490;57
16:00;1.5;39;9;43;30;16;490;62
17:00;1.4;30;7;38;29;10;440;45
18:00;1.1;29;7;38;29;9;470;42
19:00;1;37;11;44;32;13;550;56
20:00;1.4;37;15;48;36;11;530;53
21:00;2;34;16;46;36;8;500;46
22:00;2;32;10;42;34;8;480;43
23:00;2;26;9;38;31;6;470;34
