CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.8;27;14;57;38;2;720;29
01:00;2;33;14;41;26;6;390;42
02:00;2.4;41;12;40;26;11;350;57
03:00;2;42;11;37;23;11;330;59
04:00;2.5;47;13;41;23;13;400;65
05:00;2.5;37;13;33;20;9;400;50
06:00;2;37;16;29;19;9;;51
07:00;1.9;49;19;36;21;16;440;73
08:00;2.2;42;17;41;21;11;450;60
09:00;2.3;51;21;50;26;18;500;78
10:00;2.4;38;20;52;27;13;590;57
11:00;3.1;41;25;64;34;17;690;68
12:00;3.9;32;24;57;30;10;690;46
13:00;3;22;22;49;27;5;780;30
14:00;2.5;19;19;47;29;3;680;23
15:00;2;22;18;40;27;3;340;26
16:00;1.9;16;12;36;25;2;230;17
17:00;2.1;14;11;37;25;1;200;14
18:00;2.3;18;14;46;31;1;220;19
19:00;2.8;24;16;49;35;1;310;26
20:00;2.9;21;12;53;36;1;420;22
21:00;2.9;23;13;54;38;1;420;25
22:00;2.6;31;12;54;37;3;570;35
23:00;2.8;31;15;56;39;3;530;35
