CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;1.80696;48.6869;2.63832;29.595;18.4092;57.2124;700.141;447.212;136.1
01:00;1.52113;38.4556;2.51788;31.8494;20.8657;41.9626;684.433;488.905;102.7
02:00;;20.9208;2.07381;22.2949;15.6716;11.9949;496.959;445.708;39.3367
03:00;1.8615;18.0497;2.04868;22.5954;15.8998;16.3776;460.3;469.737;43.1732
04:00;0.383552;16.5209;1.86618;21.3602;15.3784;9.39857;376.038;480.511;30.9385
05:00;0.372187;11.8829;2.09523;20.4461;14.558;10.0962;343.677;480.127;27.3665
06:00;0.367641;12.2262;1.03493;19.2267;13.7932;15.6651;337.458;468.915;36.2604
07:00;0.267634;21.6408;1.36743;23.6736;15.7442;31.236;409.917;444.372;69.5604
08:00;0.540382;41.3426;2.38488;23.663;14.7388;23.0775;440.573;427.397;76.7464
09:00;0.442079;42.6987;3.409;26.0666;13.9229;20.8904;443.382;413.538;74.7515
10:00;3.02182;37.5506;4.003;21.4818;11.3108;12.3107;411.28;402.828;56.4261
11:00;1.874;24.8196;7.9783;12.7642;8.08771;6.52458;318.196;385.065;34.8262
12:00;;31.0172;9.21;12.8296;7.41876;13.8763;321.241;378.215;52.2945
13:00;0.306841;21.0249;5.4114;11.5676;7.55327;7.2662;312.604;374.331;32.1793
14:00;0.308546;28.2407;12.4064;11.2181;7.43668;7.62437;317.138;371.791;39.9482
15:00;0.364232;24.2377;7.4514;13.4163;8.3466;7.42762;362.547;365.87;35.6355
16:00;0.740397;21.7593;5.5082;12.7288;8.16737;5.26927;331.49;352.235;29.8407
17:00;0.455148;26.1916;3.8095;13.8564;8.77223;6.24643;350.887;340.673;35.7699
18:00;0.651186;20.671;5.0663;13.4577;8.82347;3.34508;317.034;328.892;25.8021
19:00;;27.2114;4.5757;14.4312;8.20014;4.30354;342.185;331.891;33.8155
20:00;0.522767;44.3587;4.0163;16.3094;10.115;5.37596;409.859;342.968;52.6017
21:00;0.884723;18.4047;2.89102;23.9661;14.6932;2.47114;348.237;347.422;22.1951
22:00;1.06997;44.2461;2.68339;28.2314;13.8014;14.2172;461.216;365.432;65.9
23:00;1.56717;56.0243;2.92279;30.0994;16.5875;42.3353;648.134;401.13;120.6
