CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;58;5;51;45;1060;125
01:00;1.7;44;4;39;22;820;77
02:00;4;19;4;52;35;1020;71
03:00;3.2;17;4;44;22;770;50
04:00;2.2;16;5;43;21;700;48
05:00;2.1;17;4;43;25;670;54
06:00;2.1;25;4;38;23;760;60
07:00;1.7;21;6;46;16;690;45
08:00;1;20;5;42;11;610;37
09:00;0.6;13;5;24;6;500;20
10:00;0;5;4;10;2;420;8
11:00;0;8;4;8;4;420;13
12:00;0;7;5;11;3;420;11
13:00;0;8;6;8;4;420;14
14:00;0;8;5;8;4;480;13
15:00;0;11;5;11;2;500;15
16:00;0;11;6;11;1;490;12
17:00;0;14;7;8;3;;18
18:00;0;25;7;22;8;580;36
19:00;0;32;14;24;8;600;43
20:00;0;63;12;28;12;960;81
21:00;0.9;45;8;35;12;870;64
22:00;1;63;5;62;43;1350;129
23:00;2;61;7;72;59;1360;151
