CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.9;21;4;23;1;280;22
01:00;1;15;4;24;1;250;16
02:00;5.6;26;2;56;9;;39
03:00;6.2;24;2;49;8;550;35
04:00;3.8;29;1;50;24;620;66
05:00;3.1;40;2;59;23;670;75
06:00;1.9;41;1;62;13;540;60
07:00;1;33;1;40;10;630;49
08:00;1;30;2;21;9;490;43
09:00;0.8;25;2;23;9;420;39
10:00;0.4;17;1;12;6;310;25
11:00;0.4;14;1;7;6;350;24
12:00;0.4;16;2;7;6;360;24
13:00;0.4;18;2;14;6;360;26
14:00;0.4;15;1;11;8;360;27
15:00;0.4;21;6;11;8;330;33
16:00;0.4;22;3;11;9;360;35
17:00;0.4;28;1;21;7;380;38
18:00;0.4;25;2;14;5;330;32
19:00;0.4;38;4;12;8;430;50
20:00;0.4;32;3;19;5;360;40
21:00;0.4;28;6;23;3;420;32
22:00;0.9;28;6;16;5;470;35
23:00;0.5;27;7;26;3;390;30
