CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.8;30;22;49;4;510;35
01:00;0.4;16;16;39;1;420;16
02:00;0.4;14;17;35;1;340;14
03:00;0.4;16;16;21;1;350;16
04:00;0.4;13;17;16;1;350;14
05:00;0.4;12;14;26;1;270;12
06:00;0.4;21;13;18;7;280;31
07:00;0.5;32;14;20;12;550;51
08:00;0.7;34;14;18;19;690;61
09:00;0.6;38;17;26;28;790;80
10:00;1.6;33;20;37;22;;65
11:00;2;33;57;38;20;510;63
12:00;0.5;31;40;33;16;510;56
13:00;0.7;32;52;51;15;470;53
14:00;0.4;26;14;41;10;500;41
15:00;0.4;25;17;27;14;590;46
16:00;0.4;39;20;41;21;;71
17:00;1.4;55;19;45;28;920;97
18:00;2.1;47;16;73;16;860;70
19:00;2;34;15;44;4;580;39
20:00;0.4;32;17;42;5;550;39
21:00;0.4;30;18;33;5;530;37
22:00;0.4;31;20;37;7;570;40
23:00;0.4;34;21;45;6;640;42
