CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2;23;3;37;16;680;48
01:00;2;28;3;36;24;730;66
02:00;2;31;3;51;16;490;56
03:00;1.5;25;3;47;15;470;49
04:00;2;19;3;40;23;470;54
05:00;2;14;3;42;22;430;48
06:00;1;15;2;42;15;390;38
07:00;1;18;3;39;34;480;72
08:00;2;40;5;39;32;640;88
09:00;4.5;43;7;40;21;590;75
10:00;1.5;47;9;49;22;;81
11:00;1.5;27;10;41;11;490;45
12:00;1.5;20;24;29;7;340;31
13:00;0.4;17;15;26;6;300;26
14:00;0.4;16;10;21;5;280;25
15:00;0.4;21;24;17;5;320;29
16:00;0.4;18;11;10;4;340;25
17:00;0.4;20;5;20;7;400;32
18:00;0.4;24;16;18;7;350;35
19:00;0.4;24;18;12;5;400;33
20:00;0.7;19;10;10;2;320;23
21:00;0.5;34;5;13;3;580;39
22:00;3;18;3;33;2;560;22
23:00;2.5;24;3;40;13;610;45
