CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.7;42;4;34;0;520;42
01:00;1.3;51;4;34;1;730;52
02:00;2.5;37;3;34;9;690;53
03:00;2.5;31;4;34;5;510;38
04:00;1.6;36;3;34;24;460;74
05:00;1.3;29;3;34;8;390;41
06:00;1.3;30;4;34;16;440;54
07:00;1.6;52;4;34;35;680;105
08:00;1.6;38;4;34;21;640;70
09:00;1.3;49;3;34;24;590;87
10:00;1.3;44;2;34;11;520;62
11:00;0.7;26;3;34;3;590;32
12:00;0.5;9;3;34;1;340;10
13:00;0.5;9;3;34;0;320;11
14:00;0.5;9;3;34;0;350;10
15:00;0.5;8;4;34;0;340;11
16:00;0.5;8;3;34;0;300;10
17:00;0.5;9;4;34;1;490;12
18:00;0.5;8;2;34;0;;10
19:00;0.5;8;3;34;0;270;9
20:00;0.5;9;3;34;0;290;9
21:00;0.5;10;3;34;0;260;10
22:00;0.5;11;4;34;0;270;11
23:00;0.5;15;3;34;0;310;15
