CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.4;55;5;26;12;520;74
01:00;0.8;10;5;26;1;300;12
02:00;0.5;15;5;26;0;130;15
03:00;0.5;21;5;26;1;160;21
04:00;0.5;30;5;26;5;180;38
05:00;0.7;38;5;26;9;240;53
06:00;1.4;36;5;26;24;280;72
07:00;1.4;36;5;26;57;430;123
08:00;1.4;45;4;26;32;440;94
09:00;1.4;48;6;26;15;380;71
10:00;0.8;38;4;26;8;330;51
11:00;0.5;24;5;26;4;270;29
12:00;0.5;12;5;26;0;260;13
13:00;0.5;27;4;26;13;;48
14:00;0.5;18;5;26;3;440;23
15:00;0.5;24;5;26;2;480;28
16:00;0.5;9;4;26;0;350;10
17:00;0.5;8;4;26;0;310;10
18:00;0.5;9;2;26;0;310;11
19:00;0.5;12;4;26;0;330;11
20:00;0.5;13;5;26;1;330;13
21:00;0.5;16;5;26;0;300;16
22:00;0.5;19;5;26;0;330;19
23:00;0.7;42;3;26;6;440;50
