CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;7;40;8;121;64;27;690;80
01:00;9.7;25;6;143;80;98;1360;174
02:00;9.8;24;6;139;69;87;1230;156
03:00;8;17;5;138;74;56;880;102
04:00;6.4;17;5;117;59;31;620;63
05:00;6.7;18;6;109;63;34;660;70
06:00;6.5;16;6;;;30;660;62
07:00;7.2;19;5;;;41;820;80
08:00;9.4;27;9;;;44;1180;95
09:00;10.7;26;13;;;47;1130;98
10:00;11.4;25;16;;;36;1080;80
11:00;14.6;28;14;117;64;36;1360;82
12:00;9.9;29;14;76;58;31;1180;74
13:00;9.1;37;16;66;50;38;1070;95
14:00;8.9;36;13;69;53;26;940;75
15:00;8.3;40;12;75;56;38;970;97
16:00;9.6;36;9;87;66;29;1030;80
17:00;14.6;33;8;116;84;43;1480;99
18:00;14.6;32;7;139;85;148;1810;257
19:00;19.1;22;6;153;110;115;2090;198
20:00;16.7;31;8;128;94;108;;195
21:00;15.6;35;7;;73;111;1870;204
22:00;11.9;41;9;;64;63;1240;136
23:00;8.5;42;8;91;59;44;870;110
