CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;1;12;4;3;;15
01:00;9;1;8;4;2;150;12
02:00;;;;;;;
03:00;;;;;;;
04:00;;;;;;;
05:00;;;;;;;
06:00;;;;;;;
07:00;;;;;;;
08:00;;;;;;;
09:00;;;;;;;
10:00;;;;;;;
11:00;;;;;;;
12:00;;;;;;;
13:00;;;;;;;
14:00;;;;;;;
15:00;;;;;;;
16:00;22;1;12;4;6;;29
17:00;22;2;14;4;5;;29
18:00;27;1;18;4;6;;35
19:00;28;2;21;5;6;;36
20:00;34;3;20;7;5;;41
21:00;38;6;24;10;6;;47
22:00;39;8;24;10;7;;49
23:00;24;6;18;7;4;;30
