CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;14;6;;;1;240;16
01:00;10;8;;;1;230;12
02:00;9;3;;;1;250;11
03:00;9;2;;;1;280;11
04:00;10;2;;;1;300;12
05:00;10;2;;;1;300;12
06:00;14;2;;;2;390;16
07:00;19;2;;;5;360;26
08:00;23;2;;;10;400;38
09:00;22;1;;;10;350;36
10:00;16;2;;;6;340;26
11:00;22;2;;;11;330;39
12:00;18;;;;11;360;35
13:00;;2;;;;;
14:00;13;3;16;6;3;280;18
15:00;;3;;;;;
16:00;;3;;;;;
17:00;;5;;;;;
18:00;;5;;;;;
19:00;;5;;;;;
20:00;;7;;;;;
21:00;;7;;;;;
22:00;;6;;;;;
23:00;;3;;;;;
