CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.5;16;2;19;1;220;17
01:00;0.5;16;2;16;1;200;17
02:00;0.5;14;2;15;2;180;16
03:00;0.5;13;2;18;1;200;14
04:00;0.5;12;2;17;2;210;14
05:00;0.5;13;2;20;3;220;17
06:00;0.5;18;4;20;5;230;24
07:00;0.5;16;3;14;5;190;24
08:00;0.5;11;3;15;4;180;17
09:00;0.5;10;4;15;6;170;18
10:00;0.5;8;3;20;5;200;15
11:00;0.5;11;5;17;6;220;20
12:00;0.5;10;3;12;5;250;17
13:00;0.5;11;3;13;5;280;17
14:00;0.5;9;4;18;5;230;16
15:00;0.5;8;2;14;4;260;14
16:00;0.5;9;2;8;3;;14
17:00;0.5;14;4;7;5;330;21
18:00;0.5;20;33;8;5;320;27
19:00;0.5;22;24;11;3;370;26
20:00;0.5;23;9;18;1;340;25
21:00;0.7;23;6;21;1;420;24
22:00;1.2;33;3;41;1;350;34
23:00;0.7;18;4;30;1;230;19
