CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;29;2;122;21;400;62
01:00;0.4;23;2;70;11;370;40
02:00;0.4;15;3;29;4;;21
03:00;0.4;18;3;12;8;330;30
04:00;0.6;17;3;6;12;380;35
05:00;0.7;21;3;4;35;460;75
06:00;0.7;21;5;22;79;670;142
07:00;1;19;4;32;76;730;135
08:00;1;30;5;40;66;810;131
09:00;1.5;40;8;76;24;1020;77
10:00;8.3;28;7;79;11;500;45
11:00;2;14;6;;4;340;22
12:00;0.5;15;13;;4;;21
13:00;;22;23;58;5;;29
14:00;;21;22;43;3;;27
15:00;;17;20;24;2;;20
16:00;;19;18;30;2;;21
17:00;;15;8;27;1;;17
18:00;;33;7;25;2;;36
19:00;;52;5;43;26;;92
20:00;;50;3;66;57;;137
21:00;;37;1;88;66;;138
22:00;;33;;98;59;;122
23:00;;39;2;93;39;;100
