CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12.4;22;13;55;32;0;550;22
01:00;8.7;22;18;60;33;0;870;22
02:00;4.7;25;4;54;39;43;230;90
03:00;3.8;21;4;54;39;26;140;61
04:00;3.1;17;4;47;34;18;190;45
05:00;2.5;16;4;47;33;20;150;46
06:00;2.5;15;4;64;46;36;150;69
07:00;2.9;14;4;61;42;52;170;93
08:00;3.2;26;4;91;61;64;330;124
09:00;8.5;44;7;106;60;52;1150;123
10:00;11.2;49;11;96;36;28;490;90
11:00;5.4;28;11;41;11;5;330;36
12:00;0.9;16;10;19;6;2;330;18
13:00;0.6;9;9;13;3;0;210;9
14:00;0.6;11;8;11;3;0;250;11
15:00;0.6;8;8;10;3;0;180;8
16:00;0.6;9;7;9;3;0;160;8
17:00;0.6;8;7;9;3;0;140;7
18:00;0.6;10;7;9;3;0;160;10
19:00;0.6;16;7;12;4;0;150;16
20:00;0.6;20;7;31;8;0;130;20
21:00;0.6;20;7;27;11;0;170;20
22:00;0.6;20;7;31;17;0;180;19
23:00;3.3;21;9;44;28;0;200;22
