CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;11;5;21;1;340;12
01:00;14.9;51;9;220;80;2250;173
02:00;13.6;44;8;226;83;2160;170
03:00;12.1;38;7;225;61;1860;131
04:00;10.7;35;7;197;66;1860;136
05:00;9.5;31;5;177;52;1740;110
06:00;7.4;35;7;160;57;1690;123
07:00;7.6;44;8;162;107;2050;208
08:00;6.2;50;12;165;104;1990;209
09:00;6;61;15;187;73;1540;172
10:00;4.5;64;17;;59;;153
11:00;;65;;;45;;132
12:00;;56;25;;20;1090;87
13:00;6.5;100;25;;57;1350;187
14:00;4.9;105;32;164;65;1470;204
15:00;4.3;73;25;135;25;970;111
16:00;1.5;57;15;100;13;770;77
17:00;1.6;77;15;100;31;1040;124
18:00;1.4;58;26;93;15;780;80
19:00;0.4;79;29;86;27;980;121
20:00;2;76;30;98;30;1110;122
21:00;2.7;62;21;124;18;1010;89
22:00;3.3;36;15;123;7;730;46
23:00;1.6;13;7;64;3;310;18
