CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;25;9;49;35;2;370;28
01:00;2.1;20;9;55;41;1;410;22
02:00;9.8;45;5;147;93;44;1260;112
03:00;8.4;44;4;141;89;51;1260;122
04:00;7.2;35;4;122;76;30;;81
05:00;7.5;39;4;137;82;41;1090;101
06:00;8.5;41;5;161;98;54;1300;124
07:00;18.1;62;9;175;95;119;2200;242
08:00;9.3;52;11;149;86;52;1120;131
09:00;7.3;64;19;190;92;79;1640;184
10:00;8.1;61;17;127;74;53;1190;141
11:00;5.1;32;15;66;39;16;630;56
12:00;2.6;35;13;51;32;16;530;59
13:00;2.2;30;7;44;31;14;440;51
14:00;2.2;32;8;39;27;18;470;59
15:00;2.6;32;9;41;29;19;490;61
16:00;2.4;28;9;45;33;15;420;50
17:00;2;29;8;48;34;12;450;47
18:00;2.1;28;8;36;26;8;480;40
19:00;2.1;32;8;32;23;7;430;41
20:00;0.8;27;8;26;19;5;420;34
21:00;0.4;34;9;32;21;7;460;44
22:00;0.9;30;9;32;23;4;420;35
23:00;2;28;10;43;31;5;420;36
