CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;26;6;30;1360;72
01:00;8.6;22;7;9;1200;36
02:00;4.1;22;4;6;730;31
03:00;3.4;24;5;5;550;31
04:00;2.9;21;5;2;530;24
05:00;2.8;20;4;3;480;24
06:00;2.8;20;4;6;510;28
07:00;3.3;25;5;41;800;88
08:00;4.1;40;6;57;970;126
09:00;2.9;42;6;26;800;81
10:00;2.1;37;7;22;710;71
11:00;1.9;31;9;21;660;63
12:00;1.2;26;12;12;480;44
13:00;1;27;13;13;370;46
14:00;1;25;11;13;380;44
15:00;0.7;22;9;8;480;34
16:00;0.4;23;11;7;390;33
17:00;0.4;28;10;6;540;37
18:00;2.5;39;7;10;710;54
19:00;5.4;37;4;13;1090;57
20:00;6;43;5;17;980;69
21:00;5.7;31;5;7;760;42
22:00;10.8;29;5;84;;156
23:00;12.7;28;5;20;1060;59
