CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.4;12;10;20;16;1;150;13
01:00;4.8;23;12;37;29;4;340;28
02:00;4.8;19;11;32;25;3;260;24
03:00;3.9;15;8;26;21;2;200;18
04:00;2.9;12;6;22;18;1;170;14
05:00;2.9;14;7;23;19;2;200;16
06:00;2.9;18;9;24;19;4;200;23
07:00;2.9;20;9;25;21;6;240;29
08:00;2.9;17;10;24;19;5;210;24
09:00;1.4;17;9;24;19;6;210;24
10:00;1.4;18;13;22;17;8;310;30
11:00;2.2;17;14;19;14;8;290;28
12:00;1.4;16;15;22;16;7;250;26
13:00;1.4;15;14;20;15;7;200;25
14:00;1.4;14;12;21;16;6;220;23
15:00;1.4;14;10;19;14;6;220;23
16:00;1.4;16;9;17;13;6;230;26
17:00;1.4;18;8;23;17;5;210;25
18:00;1.4;19;8;24;19;5;200;27
19:00;1.4;20;10;24;19;6;230;28
20:00;1.4;20;10;21;16;6;260;29
21:00;1.4;15;8;20;16;3;170;20
22:00;1.4;15;8;21;16;3;160;18
23:00;1.4;39;12;20;16;13;470;58
