CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;17;17;34;26;2;370;18
01:00;59;7;124;100;68;1480;163
02:00;54;8;155;127;66;1680;155
03:00;46;10;160;132;75;1880;160
04:00;38;12;161;133;54;1810;120
05:00;37;16;180;149;43;2040;102
06:00;39;18;168;138;59;2100;129
07:00;42;17;205;170;139;2680;253
08:00;54;19;180;149;180;2290;327
09:00;53;37;101;82;64;1280;151
10:00;;;105;77;;;
11:00;65;37;94;65;47;900;135
12:00;29;21;44;28;12;400;48
13:00;23;15;36;23;8;340;36
14:00;27;16;47;32;8;400;38
15:00;37;16;46;32;11;480;54
16:00;36;15;31;20;10;460;50
17:00;43;15;36;23;11;470;59
18:00;44;15;38;26;8;690;56
19:00;44;20;47;34;9;490;57
20:00;43;20;55;40;7;520;53
21:00;45;22;66;49;7;610;57
22:00;33;22;72;56;5;620;41
23:00;25;21;54;43;3;530;30
