CZAS;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;32;27;4;470;38
01:00;19;14;2;310;22
02:00;18;11;2;370;21
03:00;13;7;1;280;15
04:00;10;4;1;200;11
05:00;9;3;1;210;10
06:00;10;3;1;220;11
07:00;12;2;1;230;14
08:00;17;3;3;320;21
09:00;20;7;7;450;30
10:00;20;13;10;500;35
11:00;19;10;11;;36
12:00;19;19;10;470;34
13:00;18;22;12;460;36
14:00;18;19;9;360;31
15:00;17;13;6;390;27
16:00;16;11;4;360;22
17:00;21;13;4;350;27
18:00;28;22;3;490;34
19:00;26;17;2;420;28
20:00;28;21;2;510;31
21:00;43;43;5;1220;50
22:00;32;34;3;680;37
23:00;26;22;3;430;29
