CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;4;12;7;1;240;13
01:00;15;4;14;7;2;250;19
02:00;33;5;58;39;14;710;55
03:00;24;5;52;36;3;510;28
04:00;21;5;56;39;6;610;30
05:00;18;4;52;36;16;680;43
06:00;19;5;49;32;8;550;31
07:00;21;6;48;31;13;530;41
08:00;15;7;48;30;8;460;27
09:00;12;5;38;21;6;350;21
10:00;10;6;30;16;5;350;18
11:00;9;6;22;11;3;;15
12:00;11;6;20;10;4;340;18
13:00;9;6;11;5;5;340;17
14:00;13;5;15;7;5;400;21
15:00;9;7;16;7;3;370;14
16:00;5;6;14;7;2;300;7
17:00;5;5;14;8;1;300;8
18:00;8;5;26;16;2;360;11
19:00;6;5;9;5;2;300;8
20:00;4;5;8;3;1;260;5
21:00;6;5;8;3;1;260;7
22:00;12;5;10;4;2;230;14
23:00;15;5;17;9;2;280;17
