CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;27;8;60;1;510;28
01:00;1;38;6;53;2;480;41
02:00;1.5;37;2;46;4;450;44
03:00;1;38;2;36;5;420;47
04:00;1;35;3;43;3;410;39
05:00;1;36;4;48;12;450;54
06:00;1;35;5;51;16;530;61
07:00;1;32;4;53;17;;58
08:00;1;33;8;38;15;540;56
09:00;2;32;10;71;12;;49
10:00;2;31;12;52;10;720;46
11:00;1.5;27;16;30;7;620;38
12:00;0.5;20;21;29;5;510;28
13:00;0;20;19;35;5;510;28
14:00;0;22;27;30;5;430;30
15:00;0;21;28;38;4;390;28
16:00;0;24;25;27;4;420;30
17:00;0.5;22;19;25;5;380;29
18:00;0;29;21;30;4;360;35
19:00;0;31;22;41;3;370;36
20:00;0.5;46;13;43;3;390;51
21:00;1;68;8;38;4;570;75
22:00;1;51;8;48;4;650;59
23:00;1;36;7;42;3;540;40
