CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;8.7;58;5;187;9;1420;72
01:00;10.8;53;5;173;12;980;70
02:00;5.4;;;121;;;
03:00;4.5;46;4;97;11;630;62
04:00;4;44;4;80;9;590;56
05:00;3.6;51;5;90;9;620;65
06:00;4;56;7;86;17;660;81
07:00;4;62;9;125;26;810;101
08:00;5;48;11;103;17;780;74
09:00;4.5;48;13;102;19;840;77
10:00;4;48;17;97;15;860;70
11:00;4.5;42;23;95;10;730;56
12:00;4;32;20;79;5;;39
13:00;3.9;14;13;57;1;370;16
14:00;0.7;15;12;44;2;400;18
15:00;0.7;13;12;37;1;340;15
16:00;0.7;14;14;45;2;340;17
17:00;0.5;18;16;45;2;370;20
18:00;1;25;19;43;2;420;28
19:00;1;39;16;62;2;520;42
20:00;1.1;53;9;87;1;680;55
21:00;2.7;75;9;86;36;1360;131
22:00;6.1;84;6;152;33;1520;133
23:00;7.6;71;6;169;28;1550;114
