CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;0.4;8;2;16;5;0;270;8
01:00;0.4;8;2;15;6;0;280;8
02:00;0.4;20;2;32;16;1;140;21
03:00;0.4;18;2;31;16;2;160;21
04:00;0.4;29;2;38;21;3;210;33
05:00;0.4;18;2;33;19;3;170;23
06:00;0.4;34;2;37;21;18;380;60
07:00;0.4;29;2;39;20;15;420;52
08:00;0.4;11;1;31;15;2;230;15
09:00;0.4;10;2;27;12;2;170;13
10:00;0.4;8;3;25;11;2;190;11
11:00;0.4;8;6;24;10;1;320;10
12:00;0.4;5;3;18;8;1;250;7
13:00;0.4;5;4;21;9;1;220;6
14:00;0.4;6;4;21;8;1;190;7
15:00;0.4;;;22;8;;;
16:00;0.4;5;3;22;8;1;200;6
17:00;0.4;5;2;17;6;1;210;6
18:00;0.4;6;2;17;6;1;190;6
19:00;0.4;6;2;18;5;1;210;7
20:00;0.4;8;1;18;6;0;220;9
21:00;0.4;12;2;22;7;0;;12
22:00;0.4;13;2;24;7;0;360;14
23:00;0.4;12;2;20;6;0;350;12
