CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;12;9;58;46;1;460;13
01:00;13;13;54;41;1;440;15
02:00;14;14;57;43;2;440;15
03:00;13;14;61;46;1;450;15
04:00;14;17;59;44;1;440;16
05:00;17;20;58;43;2;470;21
06:00;24;23;64;42;7;520;34
07:00;27;24;59;42;4;640;34
08:00;24;22;60;42;3;880;28
09:00;17;15;;;2;550;20
10:00;15;13;;;2;420;18
11:00;21;15;97;63;3;640;25
12:00;19;12;89;59;3;540;23
13:00;;;72;51;;;
14:00;22;20;81;53;6;510;31
15:00;25;26;66;50;4;490;31
16:00;22;16;66;50;2;460;24
17:00;21;12;64;49;2;460;24
18:00;17;10;62;48;1;470;19
19:00;20;10;63;51;1;490;21
20:00;16;12;57;45;1;490;18
21:00;13;12;52;41;1;470;14
22:00;12;10;57;45;1;450;13
23:00;12;9;57;45;1;440;13
