CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1.5;39;3;28;7;460;49
01:00;2.5;33;4;36;6;460;40
02:00;1.5;33;4;12;7;490;42
03:00;1.5;30;4;13;8;490;43
04:00;2;46;4;29;25;730;83
05:00;2;47;5;50;29;760;90
06:00;1.5;44;5;43;37;650;100
07:00;1;35;7;35;10;590;49
08:00;1;35;12;32;11;630;51
09:00;1.5;29;12;27;11;620;45
10:00;0.5;13;8;24;9;430;26
11:00;0;11;7;27;4;410;16
12:00;0;5;6;73;1;360;6
13:00;0;7;6;50;2;;9
14:00;0;8;4;30;2;240;11
15:00;0;8;4;21;3;210;13
16:00;0;5;5;15;1;220;6
17:00;0;7;3;24;2;250;9
18:00;0;7;3;23;1;250;7
19:00;0;15;4;23;0;330;14
20:00;1;39;4;31;0;520;39
21:00;1;31;4;23;1;390;32
22:00;1;42;5;42;5;420;49
23:00;0.5;46;4;40;6;480;54
