CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;0.558755;11.8845;5.87042;31.159;12.9577;1.08212;168.977;187.749;13.5297
01:00;1.99934;29.8327;6.60571;45.741;22.0731;3.5013;295.274;203.63;35.1997
02:00;1.68357;36.7078;6.26173;43.4555;24.726;3.20895;342.492;224.458;41.6194
03:00;1.16703;25.3228;4.46791;33.8898;22.1528;2.63325;322.53;245.355;29.3661
04:00;1.10642;32.6666;3.85394;37.2412;24.7133;3.56469;367.375;266.931;38.124
05:00;1.11787;36.7966;3.52254;35.0883;23.6541;6.36316;378.288;283.675;46.5529
06:00;1.32865;37.1951;3.51367;41.0748;26.5296;24.7225;425.325;311.147;75.1421
07:00;1.54151;36.9687;4.63952;47.9915;29.6509;54.1129;471.404;346.458;119.994
08:00;4.2137;46.9115;8.3551;73.9993;34.5412;47.3718;478.513;385.15;119.585
09:00;1.42219;37.719;10.3531;64.912;26.3403;18.8505;329.021;389.369;66.6367
10:00;0.688635;11.4004;5.32451;18.6985;10.872;3.21622;151.91;365.546;16.337
11:00;0.973288;17.8302;9.4448;28.9979;11.7322;5.86436;155.326;344.645;26.8277
12:00;0.794974;23.4172;17.0898;44.2694;14.9073;6.81728;168.652;319.805;33.8792
13:00;0.594201;16.1447;11.6624;32.6883;12.8747;3.60175;163.091;292.905;21.6663
14:00;0.549555;12.6954;10.2;30.2129;12.6361;2.57402;164.665;260.323;16.6521
15:00;0.595915;14.584;9.9574;30.199;12.8199;3.69805;178.446;223.703;20.2528
16:00;0.57057;15.7137;10.4626;35.5627;14.4514;2.87745;178.56;186.209;20.1301
17:00;0.625859;23.405;15.1169;32.9902;13.0004;4.8058;206.711;170.92;30.7717
18:00;0.531696;21.0802;25.4916;35.4083;12.5217;2.45694;177.696;174.143;24.8584
19:00;0.632985;25.5056;25.4812;40.0976;13.3309;2.02118;190.24;178.508;28.5962
20:00;1.31422;41.4946;16.5461;62.6616;22.6983;3.39911;289.379;193.598;46.7101
21:00;2.93114;78.3336;11.2926;124.446;45.9082;27.1205;579.912;245.701;119.951
22:00;3.4889;74.0118;9.6489;98.9559;40.1061;52.3435;625.492;303.304;154.314
23:00;5.55724;78.1981;7.3558;106.791;51.7384;121.09;958.153;400.768;263.992
00:00;5.78976;64.8789;7.5577;97.0882;55.1169;82.4281;982.9;501.31;191.329
01:00;5.18871;51.1255;5.63445;99.7167;58.0229;72.7742;955.512;594.911;162.3
