CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;2.1;40;4;2;610;42
01:00;1.6;39;3;4;600;44
02:00;19.4;41;9;5;590;47
03:00;2.8;43;6;11;730;59
04:00;4.7;38;5;18;700;65
05:00;3.7;31;3;23;650;66
06:00;3.1;39;6;25;680;77
07:00;2.6;50;6;18;520;76
08:00;2.6;60;17;20;930;91
09:00;10.3;53;19;13;940;73
10:00;15.7;36;23;7;780;47
11:00;9.7;32;38;4;650;37
12:00;3.7;27;40;3;590;30
13:00;2.6;17;14;1;550;18
14:00;3.2;16;10;1;;18
15:00;2.6;27;18;2;740;30
16:00;9.3;49;30;4;770;55
17:00;26.2;12;8;0;480;12
18:00;2.4;18;7;0;510;18
19:00;1;44;6;4;590;51
20:00;1;70;7;5;860;77
21:00;11.8;100;13;57;1450;186
22:00;38.6;75;5;14;920;96
23:00;3.6;59;3;5;730;65
