CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;35;4;54;3;450;39
01:00;1;26;5;26;1;;29
02:00;3.5;42;4;95;11;520;59
03:00;2.1;33;3;68;4;420;39
04:00;2.1;28;3;71;3;400;33
05:00;1.5;32;3;66;11;410;48
06:00;1.5;39;3;70;28;630;83
07:00;2.1;42;3;70;62;850;137
08:00;2.5;46;3;86;45;830;115
09:00;2.3;49;5;95;41;790;112
10:00;2.1;41;6;83;26;650;80
11:00;2.1;32;7;75;12;560;51
12:00;1.2;32;9;;9;;47
13:00;1.5;32;18;;9;780;47
14:00;1;26;10;54;6;730;36
15:00;1;14;7;42;2;480;16
16:00;2.1;25;5;56;3;600;30
17:00;2.5;36;5;60;5;550;44
18:00;1;61;4;83;10;780;78
19:00;2.5;71;4;58;14;760;92
20:00;4.5;63;5;51;11;700;80
21:00;1.2;52;3;51;11;700;69
22:00;1.4;49;4;54;9;630;62
23:00;1.2;37;5;57;4;490;43
