CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;1;29;4;53;2;310;33
01:00;0.7;18;3;53;4;320;24
02:00;1;;4;34;;280;
03:00;1;15;3;26;2;280;18
04:00;1;20;3;26;5;280;26
05:00;1;17;4;26;1;210;17
06:00;0.5;19;4;27;6;250;28
07:00;1;33;5;27;44;590;99
08:00;1.6;30;5;27;36;560;84
09:00;1.4;16;6;33;3;260;22
10:00;0.4;10;5;33;2;240;13
11:00;0.7;8;6;33;2;;10
12:00;2.2;10;7;25;3;320;15
13:00;0.4;13;11;25;3;410;17
14:00;0.8;;16;25;;450;
15:00;1;;;24;;;
16:00;0.4;20;;;1;250;21
17:00;1.5;28;20;;2;490;30
18:00;2;29;13;;1;460;30
19:00;2;33;9;;7;530;43
20:00;2.5;26;7;75;1;260;26
21:00;1.1;20;6;76;0;230;19
22:00;0.7;24;5;76;1;260;25
23:00;0.4;34;4;54;3;330;38
