CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;2.0422;50.6993;3.65141;38.187;18.6153;33.3437;667.915;464.316;101.848
01:00;6.88575;37.1632;3.64402;32.374;17.3006;27.6439;781.189;514.869;79.5686
02:00;5.26801;26.1647;3.17113;28.1542;19.448;28.8508;639.642;547.175;70.4316
03:00;7.49546;21.2938;3.18148;27.1229;19.379;20.9628;570.966;566.365;53.4444
04:00;5.53792;19.5461;3.34256;25.0286;18.2787;10.6688;508.677;574.919;35.907
05:00;1.43079;18.6969;3.58713;26.504;18.6886;18.9603;516.677;590.077;47.7857
06:00;1.65524;27.6726;3.06621;28.0296;19.5704;30.0305;582.483;607.676;73.7392
07:00;1.46432;43.669;3.31374;33.4294;22.2915;42.2445;589.366;607.114;108.47
08:00;4.63672;48.857;4.52552;36.1302;20.6455;35.5187;562.956;593.994;103.336
09:00;2.40302;44.9103;5.342;43.5674;19.262;26.0803;600.159;571.366;84.917
10:00;1.14213;41.3245;5.9612;28.2776;14.8748;16.9336;519.256;556.318;67.3052
11:00;0.492651;40.7761;43.2462;18.5606;10.8357;12.045;404.516;535.511;59.2536
12:00;0.901775;41.1853;49.0281;26.3381;10.747;11.7173;370.984;518.3;59.1686
13:00;1.0802;31.5959;17.0172;29.2646;11.0551;8.55615;352.725;497.806;44.6244
14:00;0.68187;20.7677;16.0485;20.9016;9.86246;3.20479;335.655;466.952;25.6911
16:00;0.857451;32.5614;11.4644;28.9517;10.5696;6.03652;323.575;433.728;41.8277
17:00;0.864269;34.1045;11.1364;22.613;9.74351;5.19341;318.174;403.131;42.1205
18:00;3.38208;19.0609;9.5825;16.8336;9.45766;1.95052;310.883;366.971;22.0548
19:00;0.958027;16.337;9.428;14.6838;9.4524;1.38313;315.685;341.525;18.4541
20:00;1.16771;13.1524;6.29;13.7348;8.9015;0.906153;275.182;325.358;14.5489
21:00;7.20734;9.68191;5.16613;16.1102;12.2416;1.52446;511.544;342.928;12.0237
22:00;5.98227;11.4759;5.2903;55.4038;36.6775;2.35752;988.72;422.427;15.0957
23:00;3.15933;29.1802;4.63635;103.548;66.6126;9.67083;1483.04;565.85;44.0102
01:00;5.66406;44.4544;4.07036;67.9518;43.409;42.265;986.9;648.766;109.288
