CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;6.5;19;2;91;900;158
01:00;6.8;14;2;98;980;163
02:00;1.5;14;2;4;260;20
03:00;0.4;10;2;2;190;13
04:00;0.4;9;2;2;190;12
05:00;0.4;11;2;5;270;18
06:00;0.4;22;2;23;320;56
07:00;;20;1;46;450;90
08:00;;21;2;37;540;77
09:00;;52;3;67;;154
10:00;;28;2;18;160;56
11:00;;18;2;9;160;31
12:00;;21;4;10;;36
13:00;;30;9;15;;52
14:00;;22;5;9;120;36
15:00;0.6;19;1;11;160;35
16:00;0.4;17;2;11;180;33
17:00;0.4;26;5;12;230;44
18:00;0.4;30;3;13;270;50
19:00;0.4;45;2;15;290;67
20:00;3.8;34;2;12;920;52
21:00;9;27;2;22;1000;59
22:00;7.4;20;1;38;960;77
23:00;5.8;20;2;69;910;125
