CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;23;1;33;15;28;440;66
01:00;29;2;30;14;29;350;73
02:00;12;1;10;4;1;270;13
03:00;15;1;13;4;2;130;16
04:00;10;1;9;4;1;150;12
05:00;16;1;9;4;2;200;18
06:00;23;2;8;4;8;210;34
07:00;31;2;11;4;23;340;65
08:00;23;2;10;4;19;190;51
09:00;18;2;10;4;12;170;37
10:00;20;3;8;4;11;170;36
11:00;17;4;5;4;8;410;29
12:00;18;5;5;4;9;510;31
13:00;17;3;4;4;6;380;26
14:00;17;2;4;4;8;280;28
15:00;26;4;5;4;11;250;42
16:00;22;4;6;4;8;280;32
17:00;20;2;7;4;8;280;30
18:00;20;2;7;4;6;;29
19:00;33;4;11;4;13;280;52
20:00;34;7;17;4;10;240;48
21:00;48;3;18;4;15;360;72
22:00;38;1;34;14;18;410;64
23:00;30;1;38;18;11;450;46
