CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;3.1;43;2;60;39;9;570;56
01:00;9.6;44;4;63;41;8;720;56
02:00;0.5;7;3;45;37;0;110;7
03:00;0.5;10;2;47;37;0;170;10
04:00;0.5;12;3;46;35;0;210;12
05:00;0.5;11;3;43;33;0;200;11
06:00;0.5;12;3;44;33;0;200;12
07:00;0.5;22;3;40;30;1;200;23
08:00;0.5;28;3;36;25;4;280;34
09:00;0.5;22;2;36;22;5;230;29
10:00;3.9;29;3;67;38;14;970;49
11:00;5.7;28;4;74;36;12;1010;47
12:00;2;14;3;32;16;4;420;19
13:00;0.9;9;3;20;11;2;700;12
14:00;0.5;;1;15;9;;;
15:00;0.5;7;2;17;9;3;560;11
16:00;0.5;11;1;26;15;2;580;13
17:00;0.5;10;1;24;14;1;570;11
18:00;0.5;9;2;18;12;0;520;9
19:00;0.5;11;2;26;15;0;470;11
20:00;0.8;23;3;86;29;0;370;23
21:00;5.4;32;3;125;44;1;640;32
22:00;3.5;24;3;53;29;0;430;24
23:00;1.3;21;3;55;32;2;520;23
