CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;0.737051;16.0857;1.22877;22.2406;11.7511;0.882599;249.417;265.631;17.437
01:00;;19.2692;1;26.9428;14.323;1.89267;313.76;276.153;22.169
02:00;5.92192;27.9625;2.60458;29.9484;18.2351;2.44894;454.437;426.682;31.7188
03:00;3.02852;31.7223;2.66443;34.663;20.4867;6.76151;501.057;461.749;42.0998
04:00;3.89777;26.7135;2.13982;35.395;21.8005;5.80444;480.728;485.343;35.611
05:00;1.19542;23.6367;2.4073;37.166;22.2567;6.19828;461.123;499.12;33.1496
06:00;1.46463;40.6417;2.4871;47.9324;26.0621;19.2842;523.745;494.462;70.2236
07:00;;47.2139;3.02501;50.2898;27.7026;26.7488;539.622;488.128;88.244
08:00;;49.2226;4.37422;53.1124;26.4128;26.1354;551.453;498.014;89.3259
09:00;0.478412;49.1003;6.39804;38.9218;19.2782;18.7144;467.068;497.404;77.8081
10:00;2.16193;15.8784;6.07145;23.6484;11.6491;3.05446;297.755;477.819;20.5642
11:00;;10.0518;5.68132;17.5532;9.15569;1.59027;283.982;450.684;12.4839
12:00;0.869764;14.1541;5.08651;20.589;9.24294;2.01841;291.383;427.016;17.2499
13:00;0.571508;15.7668;4.36166;29.8014;11.2134;2.39493;455.573;426.323;19.4456
14:00;2.47733;16.8562;3.92867;20.7474;10.1612;2.44758;275.008;395.231;20.6083
15:00;2.80918;8.37522;3.98704;19.951;9.8259;1.10914;240.835;357.882;10.0762
16:00;0.21;9.22225;4.06315;20.79;9.85394;1.81473;240.692;319.037;12.0057
17:00;0.745766;6.65033;2.67108;19.4689;9.77249;0.934211;229.583;289.351;8.08508
18:00;0.419413;5.87185;2.85507;21.2562;11.5013;0.650172;245.76;282.852;6.86448
19:00;0.318206;10.6209;2.84324;23.0814;11.6568;0.754435;247.851;278.336;11.7841
20:00;1.11132;12.1954;2.07776;24.222;12.9896;0.666799;260.332;274.454;13.2188
21:00;2.38295;28.1057;1.95953;38.3994;17.8141;1.71705;337.756;259.727;30.7515
22:00;3.66947;17.8711;1.53689;28.1248;14.0389;0.829948;287.622;261.304;19.1459
23:00;0.670127;18.5582;1.22508;25.1072;12.6326;0.911696;266.727;264.54;19.9584
