CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;4.1;30;6;16;820;55
01:00;1.4;13;3;1;300;15
02:00;1.1;10;3;1;370;12
03:00;1.1;10;3;1;330;11
04:00;1;11;4;1;310;13
05:00;0.9;13;3;1;310;15
06:00;0.9;21;5;2;330;24
07:00;0.9;28;12;6;380;36
08:00;1.6;48;14;33;510;98
09:00;1.6;40;9;13;640;59
10:00;5.2;44;9;21;630;75
11:00;5.5;45;7;30;530;90
12:00;2.3;42;7;19;410;70
13:00;2.1;40;7;13;440;60
14:00;;41;9;18;630;68
15:00;1.8;40;9;22;540;73
16:00;1.9;34;8;8;430;46
17:00;3.7;33;8;4;460;38
18:00;4.7;41;8;13;620;61
19:00;3.2;36;9;6;920;45
20:00;4;35;8;29;1060;78
21:00;6.3;30;7;4;980;36
22:00;5.4;29;6;8;1080;41
23:00;5.6;38;6;48;1110;110
