CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;65;880;141
01:00;40;53;800;122
02:00;57;51;1310;134
03:00;47;63;1190;144
04:00;34;64;840;131
05:00;39;33;400;90
06:00;43;11;460;59
07:00;65;31;460;111
08:00;60;28;420;104
09:00;66;35;360;119
10:00;54;29;270;98
11:00;32;24;190;69
12:00;24;16;140;49
13:00;31;17;170;56
14:00;29;13;230;49
15:00;34;19;170;63
16:00;33;20;130;63
17:00;31;14;140;52
18:00;46;21;260;77
19:00;53;20;380;83
20:00;63;37;520;119
21:00;49;53;690;130
22:00;46;96;830;193
23:00;50;88;710;184
