CZAS;Benzen;Dwutlenek azotu;Dwutlenek siarki;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;5.8;18;4;110;1840;185
01:00;0.4;13;5;2;170;15
02:00;0.4;7;4;2;140;9
03:00;0.4;6;4;2;150;9
04:00;0.4;8;4;2;140;12
05:00;0.4;7;4;2;140;11
06:00;0.4;13;4;4;220;20
07:00;0.4;13;4;7;210;23
08:00;0.4;21;6;11;340;37
09:00;0.4;28;16;12;340;46
10:00;0.9;21;7;13;310;41
11:00;0.4;16;6;11;300;32
12:00;0.4;22;25;14;220;43
13:00;0.4;24;27;13;230;44
14:00;0.4;28;41;16;;52
15:00;0.4;27;35;13;260;46
16:00;0.4;26;7;15;350;47
17:00;0.6;32;5;15;370;55
18:00;1;27;4;12;340;45
19:00;1.4;38;4;18;;65
20:00;1.4;37;5;26;610;77
21:00;1.7;37;4;59;760;127
22:00;2.7;29;4;112;1080;199
23:00;4.7;26;5;140;1700;239
